dteday,season,weathersit_x,cnt_x,weekday_x,is_weekend_x,week,month,year,Level_deman_x,weather_label_x,hr,weathersit_y,cnt_y,weekday_y,is_weekend_y,hour_block,Level_deman_y,weather_label_y
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,1,1,6,Wednesday,False,Night (22-05),Low,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,2,1,2,Wednesday,False,Night (22-05),Low,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,4,1,2,Wednesday,False,Night (22-05),Low,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,5,1,3,Wednesday,False,Night (22-05),Low,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,6,1,33,Wednesday,False,Morning (06-11),Low,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,7,1,88,Wednesday,False,Morning (06-11),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,8,1,195,Wednesday,False,Morning (06-11),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,9,1,115,Wednesday,False,Morning (06-11),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,10,1,57,Wednesday,False,Morning (06-11),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,11,1,46,Wednesday,False,Morning (06-11),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,12,1,79,Wednesday,False,Afternoon (12-17),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,13,1,71,Wednesday,False,Afternoon (12-17),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,14,1,62,Wednesday,False,Afternoon (12-17),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,15,1,62,Wednesday,False,Afternoon (12-17),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,16,1,89,Wednesday,False,Afternoon (12-17),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,17,1,190,Wednesday,False,Afternoon (12-17),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,18,1,169,Wednesday,False,Evening (18-21),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,19,1,132,Wednesday,False,Evening (18-21),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,20,1,89,Wednesday,False,Evening (18-21),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,21,1,43,Wednesday,False,Evening (18-21),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,22,1,42,Wednesday,False,Night (22-05),Medium,Cerah
2011-01-05,1,1,1600,Wednesday,False,1,1,2011,Low,Cerah,23,1,19,Wednesday,False,Night (22-05),Low,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,0,1,11,Thursday,False,Night (22-05),Low,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,1,1,4,Thursday,False,Night (22-05),Low,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,2,1,2,Thursday,False,Night (22-05),Low,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,4,2,1,Thursday,False,Night (22-05),,Berawan
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,5,2,4,Thursday,False,Night (22-05),Low,Berawan
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,6,2,36,Thursday,False,Morning (06-11),Low,Berawan
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,7,2,95,Thursday,False,Morning (06-11),Medium,Berawan
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,8,1,219,Thursday,False,Morning (06-11),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,9,2,122,Thursday,False,Morning (06-11),Medium,Berawan
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,10,1,45,Thursday,False,Morning (06-11),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,11,1,59,Thursday,False,Morning (06-11),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,12,1,84,Thursday,False,Afternoon (12-17),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,13,1,67,Thursday,False,Afternoon (12-17),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,14,1,70,Thursday,False,Afternoon (12-17),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,15,1,62,Thursday,False,Afternoon (12-17),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,16,1,86,Thursday,False,Afternoon (12-17),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,17,1,172,Thursday,False,Afternoon (12-17),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,18,1,163,Thursday,False,Evening (18-21),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,19,1,112,Thursday,False,Evening (18-21),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,20,1,69,Thursday,False,Evening (18-21),Medium,Cerah
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,21,2,48,Thursday,False,Evening (18-21),Medium,Berawan
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,22,2,52,Thursday,False,Night (22-05),Medium,Berawan
2011-01-06,1,1,1606,Thursday,False,1,1,2011,Low,Cerah,23,2,23,Thursday,False,Night (22-05),Low,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,0,2,17,Friday,False,Night (22-05),Low,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,1,2,7,Friday,False,Night (22-05),Low,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,2,2,1,Friday,False,Night (22-05),,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,4,2,1,Friday,False,Night (22-05),,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,5,3,5,Friday,False,Night (22-05),Low,Hujan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,6,2,34,Friday,False,Morning (06-11),Low,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,7,1,84,Friday,False,Morning (06-11),Medium,Cerah
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,8,1,210,Friday,False,Morning (06-11),Medium,Cerah
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,9,1,134,Friday,False,Morning (06-11),Medium,Cerah
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,10,1,63,Friday,False,Morning (06-11),Medium,Cerah
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,11,2,67,Friday,False,Morning (06-11),Medium,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,12,2,59,Friday,False,Afternoon (12-17),Medium,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,13,2,73,Friday,False,Afternoon (12-17),Medium,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,14,2,50,Friday,False,Afternoon (12-17),Medium,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,15,2,72,Friday,False,Afternoon (12-17),Medium,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,16,2,87,Friday,False,Afternoon (12-17),Medium,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,17,2,187,Friday,False,Afternoon (12-17),Medium,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,18,1,123,Friday,False,Evening (18-21),Medium,Cerah
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,19,1,95,Friday,False,Evening (18-21),Medium,Cerah
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,20,1,51,Friday,False,Evening (18-21),Medium,Cerah
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,21,1,39,Friday,False,Evening (18-21),Low,Cerah
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,22,2,36,Friday,False,Night (22-05),Low,Berawan
2011-01-07,1,2,1510,Friday,False,1,1,2011,Low,Berawan,23,2,15,Friday,False,Night (22-05),Low,Berawan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,0,2,25,Saturday,True,Night (22-05),Low,Berawan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,1,2,16,Saturday,True,Night (22-05),Low,Berawan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,2,2,16,Saturday,True,Night (22-05),Low,Berawan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,3,3,7,Saturday,True,Night (22-05),Low,Hujan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,4,3,1,Saturday,True,Night (22-05),,Hujan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,5,2,5,Saturday,True,Night (22-05),Low,Berawan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,6,2,2,Saturday,True,Morning (06-11),Low,Berawan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,7,2,9,Saturday,True,Morning (06-11),Low,Berawan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,8,3,15,Saturday,True,Morning (06-11),Low,Hujan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,9,3,20,Saturday,True,Morning (06-11),Low,Hujan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,10,2,61,Saturday,True,Morning (06-11),Medium,Berawan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,11,2,62,Saturday,True,Morning (06-11),Medium,Berawan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,12,2,98,Saturday,True,Afternoon (12-17),Medium,Berawan
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,13,1,102,Saturday,True,Afternoon (12-17),Medium,Cerah
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,14,1,95,Saturday,True,Afternoon (12-17),Medium,Cerah
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,15,1,74,Saturday,True,Afternoon (12-17),Medium,Cerah
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,16,1,76,Saturday,True,Afternoon (12-17),Medium,Cerah
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,17,1,69,Saturday,True,Afternoon (12-17),Medium,Cerah
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,18,1,55,Saturday,True,Evening (18-21),Medium,Cerah
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,19,1,30,Saturday,True,Evening (18-21),Low,Cerah
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,20,1,28,Saturday,True,Evening (18-21),Low,Cerah
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,21,1,37,Saturday,True,Evening (18-21),Low,Cerah
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,22,1,34,Saturday,True,Night (22-05),Low,Cerah
2011-01-08,1,2,959,Saturday,True,1,1,2011,Low,Berawan,23,1,22,Saturday,True,Night (22-05),Low,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,0,1,25,Sunday,True,Night (22-05),Low,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,1,1,12,Sunday,True,Night (22-05),Low,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,2,1,11,Sunday,True,Night (22-05),Low,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,3,1,4,Sunday,True,Night (22-05),Low,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,4,1,1,Sunday,True,Night (22-05),,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,5,1,1,Sunday,True,Night (22-05),,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,6,1,1,Sunday,True,Morning (06-11),,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,7,1,6,Sunday,True,Morning (06-11),Low,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,8,1,10,Sunday,True,Morning (06-11),Low,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,9,1,19,Sunday,True,Morning (06-11),Low,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,10,1,49,Sunday,True,Morning (06-11),Medium,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,11,1,49,Sunday,True,Morning (06-11),Medium,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,12,1,83,Sunday,True,Afternoon (12-17),Medium,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,13,1,75,Sunday,True,Afternoon (12-17),Medium,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,14,1,72,Sunday,True,Afternoon (12-17),Medium,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,15,1,82,Sunday,True,Afternoon (12-17),Medium,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,16,1,92,Sunday,True,Afternoon (12-17),Medium,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,17,1,62,Sunday,True,Afternoon (12-17),Medium,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,18,1,48,Sunday,True,Evening (18-21),Medium,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,19,1,41,Sunday,True,Evening (18-21),Medium,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,20,1,38,Sunday,True,Evening (18-21),Low,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,21,1,20,Sunday,True,Evening (18-21),Low,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,22,1,15,Sunday,True,Night (22-05),Low,Cerah
2011-01-09,1,1,822,Sunday,True,1,1,2011,Low,Cerah,23,1,6,Sunday,True,Night (22-05),Low,Cerah
2011-01-10,1,1,1321,Monday,False,2,1,2011,Low,Cerah,0,1,5,Monday,False,Night (22-05),Low,Cerah
2011-01-10,1,1,1321,Monday,False,2,1,2011,Low,Cerah,1,1,1,Monday,False,Night (22-05),,Cerah
